stato,inizio,fine,sindacati,settore,categoria,modalita,rilevanza,note,data_proclamazione,regione,provincia,data_ricezione,inizio_iso,fine_iso
Effettuato,12/11/2024,12/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI PERUGIA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,GARANTITA ASSISTENZA AI VOLI DA E PER AEROPORTO DI OLBIA,19/09/2024,Umbria,Perugia,19/09/2024 10:35,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,OSR FAST-CONFSAL T.A.,Aereo,PERSONALE SOC. ASC HANDLING PRESSO AEROPORTO DI CATANIA FONTANAROSSA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,18/10/2024,Italia,Tutte,18/10/2024 20:24,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,OST CGIL/CISL/UIL,Plurisettoriale,"SCIOPERO GENERALE LAVORATRICI /LAVORATORI CATEGORIE CHIMICI, ENERGIA, METALMECCANICI, TRASPORTI, EDILI, SERVIZI PRESSO SITO VERSALIS RAGUSA",8 ORE,Territoriale,null,31/10/2024,Sicilia,Ragusa,31/10/2024 10:19,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",12/11/2024,12/11/2024,OST CGIL/UIL,Plurisettoriale,"SCIOPERO GENERALE LAVORATRICI /LAVORATORI CATEGORIE CHIMICI, ENERGIA, METALMECCANICI, TRASPORTI, EDILI, SERVIZI AREA IND.LE PETROLCHIMICO SIRACUSANO",8 ORE,Territoriale,null,28/10/2024,Sicilia,Siracusa,29/10/2024 17:18,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,OST CUB TRASPORTI,Aereo,PERSONALE SOC. ASC HANDLING AEROPORTO DI CATANIA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,17/10/2024,Sicilia,Catania,17/10/2024 11:48,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL-TA,Aereo,PERSONALE SOC. ADB AEROPORTO G. MARCONI DI BOLOGNA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,28/10/2024,Emilia-Romagna,Tutte,28/10/2024 19:39,2024-11-12,2024-11-12
Effettuato,12/11/2024,12/11/2024,USB LAVORO PRIVATO,Aereo,PERSONALE SOCC. ADR ASSISTANCE E AVIATION SERVICES PRESSO AEROPORTO DI ROMA FIUMICINO,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,28/10/2024,Italia,Tutte,28/10/2024 09:06,2024-11-12,2024-11-12
"Revocato (include le azioni di revoca, sospensione e differimento)",11/11/2024,11/11/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV ACC ROMA,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,29/07/2024,Italia,Tutte,29/07/2024 15:22,2024-11-11,2024-11-11
"Revocato (include le azioni di revoca, sospensione e differimento)",11/11/2024,11/11/2024,OSR USB LAVORO PRIVATO,Aereo,PERSONALE SOC. SPD PRESSO AEROPORTO DI MILANO LINATE,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,18/10/2024,Italia,Tutte,18/10/2024 15:54,2024-11-11,2024-11-11
"Revocato (include le azioni di revoca, sospensione e differimento)",10/11/2024,10/11/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL FERROVIERI/FAST-CONFSAL/ORSA,Ferroviario,PERSONALE DELLA CIRCOLAZIONE E ORARIO SOC. RFI AREA FIRENZE,8 ORE: DALLE 9.00 ALLE 16.59,Territoriale,null,18/10/2024,Toscana,Firenze,18/10/2024 10:22,2024-11-10,2024-11-10
Effettuato,09/11/2024,10/11/2024,OSR FILT-CGIL/UILT-UIL/UGL FERROVIERI/FAST/ORSA,Ferroviario,PERSONALE SOC. TRENITALIA DI CONDOTTA DELLA DBAV CAMPANIA,23 ORE: DALLE 19.00 DEL 9/11 ALLE ORE 18.00 DEL 10/11,Regionale,null,27/09/2024,Campania,Tutte,27/09/2024 10:32,2024-11-09,2024-11-10
Effettuato,08/11/2024,08/11/2024,COBAS LAVORO PRIVATO/ADL COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,null,27/10/2024,Italia,Tutte,27/10/2024 17:57,2024-11-08,2024-11-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/11/2024,08/11/2024,CUB TRASPORTI/SGB/COBAS LAVORO PRIVATO/ADL COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,SENZA RISPETTO FASCE ORARIE DI GARANZIA,11/10/2024,Italia,Tutte,11/10/2024 14:44,2024-11-08,2024-11-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/11/2024,08/11/2024,FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,4 ORE CON MODALITA' TERRITORIALI,Nazionale,null,23/09/2024,Italia,Tutte,23/09/2024 13:36,2024-11-08,2024-11-08
Effettuato,08/11/2024,08/11/2024,FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/UGL-FNA,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,SENZA RISPETTO FASCE ORARIE DI GARANZIA,21/09/2024,Italia,Tutte,21/09/2024 17:55,2024-11-08,2024-11-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/11/2024,08/11/2024,OSP FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. START ROMAGNA BACINO DI RIMINI,4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,29/10/2024,Emilia-Romagna,Rimini,29/10/2024 17:57,2024-11-08,2024-11-08
"Revocato (include le azioni di revoca, sospensione e differimento)",08/11/2024,08/11/2024,OSP UILT-UIL/CISAS,Trasporto pubblico locale,PERSONALE SOC. AMTAB DI BARI,8 ORE: 8.30 - 12.30 E 15.30 - 19.30,Locale,null,16/10/2024,Puglia,Bari,16/10/2024 19:42,2024-11-08,2024-11-08
Effettuato,05/11/2024,05/11/2024,CUB TRASPORTI/SGB,Ferroviario,PERSONALE AZIENDE CHE SVOLGONO ATTIVITA' FERROVIARIA,8 ORE: DALLE 09.00 ALLE 17.00,Nazionale,"AGGRESSIONE A CAPOTRENO TRATTA GENOVA BRIGNOLE-BUSANNA - ART. 2, CO. 7, L. 146/90 E S.M.I.",04/11/2024,Italia,Tutte,04/11/2024 20:37,2024-11-05,2024-11-05
Effettuato,05/11/2024,05/11/2024,FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/ORSA TRASPORTI,Ferroviario,"PERSONALE SOCC. TRENITALIA, TRENORD, TRENITALIA TPER, ITALO NTV, FS SECURITY",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,"AGGRESSIONE A CAPOTRENO TRATTA GENOVA BRIGNOLE-BUSANNA - ART. 2, CO. 7, L. 146/90 E S.M.I.",04/11/2024,Italia,Tutte,04/11/2024 17:06,2024-11-05,2024-11-05
Effettuato,05/11/2024,05/11/2024,OSR CAT,Ferroviario,PERSONALE DI MACCHINA E DI BORDO SOC. TRENITALIA TRASPORTO REGIONALE TOSCANA,8 ORE: DALLE 09.01 ALLE 16.59,Regionale,"AGGRESSIONE A CAPOTRENO TRATTA GENOVA BRIGNOLE-BUSANNA - ART. 2, CO. 7, L. 146/90 E S.M.I.",04/11/2024,Toscana,Tutte,04/11/2024 22:19,2024-11-05,2024-11-05
Effettuato,05/11/2024,05/11/2024,USB LAVORO PRIVATO,Ferroviario,"PERSONALE SOCC. TRENITALIA, TRENORD, TRENITALIA TPER, ITALO NTV, FS SECURITY, RFI",8 ORE: DALLE 09.01 ALLE 16.59,Nazionale,"AGGRESSIONE A CAPOTRENO TRATTA GENOVA BRIGNOLE-BUSANNA - ART. 2, CO. 7, L. 146/90 E S.M.I.",04/11/2024,Italia,Tutte,04/11/2024 20:32,2024-11-05,2024-11-05
Effettuato,29/10/2024,29/10/2024,RSU,Trasporto pubblico locale,PERSONALE SOC. ARRIVA ITALIA SEDE DI BRESCIA,4 ORE: DALLE 14.30 ALLE 18.30,Locale,null,14/10/2024,Lombardia,Brescia,14/10/2024 17:42,2024-10-29,2024-10-29
Effettuato,28/10/2024,28/10/2024,OSP FILT-CGIL/FIT-CISL/FAISA-CISAL/CAMBIAMENTI M410,Trasporto pubblico locale,PERSONALE SOC. ATAP PROVINCE DI BIELLA E VERCELLI,4 ORE: DALLE 16.00 ALLE 20.00,Provinciale,null,12/10/2024,Piemonte,Biella,12/10/2024 18:17,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. TROTTA BUS SERVICES DI FIUMICINO (RM),4 ORE: DALLE 12.00 ALLE 16.00,Locale,null,16/10/2024,Lazio,Roma,16/10/2024 16:30,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. START DI ASCOLI PICENO,24 ORE,Locale,null,17/10/2024,Marche,Ascoli Piceno,17/10/2024 17:07,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSR ORSA FERROVIE,Ferroviario,PERSONALE ADDETTO ALLE OPERAZIONI DI SUPPORTO DELLA SOC.FS PARK REGIONE PIEMONTE,8 ORE: DALLE 9.01 ALLE 16.59,Regionale,null,16/10/2024,Piemonte,Tutte,16/10/2024 11:42,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSR USB LAVORO PRIVATO,Trasporto merci,PERSONALE SOC. SBB CARGO ITALIA REGIONE LOMBARDIA,8 ORE: DALLE 16.00 ALLE 23.59,Regionale,null,09/10/2024,Lombardia,Tutte,09/10/2024 15:41,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 9.00 ALLE 13.00,Locale,null,18/10/2024,Campania,Napoli,18/10/2024 16:40,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. BUSITALIA SITA NORD REGIONE UMBRIA,24 ORE: VARIE MODALITA',Regionale,null,24/09/2024,Umbria,Tutte,24/09/2024 11:15,2024-10-28,2024-10-28
Effettuato,28/10/2024,28/10/2024,OSR USB LAVORO PRIVATO/ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. ATAC DI ROMA,24 ORE,Locale,null,02/10/2024,Lazio,Roma,02/10/2024 17:12,2024-10-28,2024-10-28
"Revocato (include le azioni di revoca, sospensione e differimento)",27/10/2024,27/10/2024,FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE AZIENDE HANDLING ASSOCIATE ASSOHANDLERS OPERANTI NEI SEDIMI AEROPORTUALI ITALIANI,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,01/10/2024,Italia,Tutte,01/10/2024 12:55,2024-10-27,2024-10-27
"Revocato (include le azioni di revoca, sospensione e differimento)",27/10/2024,27/10/2024,OSR FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. GH VENEZIA AEROPORTO DI VENEZIA TESSERA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,01/10/2024,Italia,Tutte,01/10/2024 12:33,2024-10-27,2024-10-27
"Revocato (include le azioni di revoca, sospensione e differimento)",27/10/2024,27/10/2024,OSR FLAI TRASPORTI E SERVIZI,Aereo,PERSONALE SOC. SICURITALIA IVRI VIGILANZA AEROPORTO DI VENEZIA TESSERA,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,01/10/2024,Italia,Tutte,01/10/2024 12:54,2024-10-27,2024-10-27
Effettuato,27/10/2024,27/10/2024,RSL FAST-CONFSAL-AV,Aereo,PERSONALE SOC. ENAV APT OLBIA,4 ORE: DALLE 13.00 ALLE 17.00,Locale,GARANTITA ASSISTENZA AI VOLI DA E PER GLI AEROPORTI DELLA REGIONE LIGURIA E DI PALERMO PUNTA RAISI,18/07/2024,Sardegna,Olbia-Tempio,18/07/2024 08:52,2024-10-27,2024-10-27
Effettuato,27/10/2024,27/10/2024,UILT-UIL,Aereo,PERSONALE NAVIGANTE DELLA SOC. SKYALPS,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,14/10/2024,Italia,Tutte,14/10/2024 16:22,2024-10-27,2024-10-27
"Revocato (include le azioni di revoca, sospensione e differimento)",27/10/2024,27/10/2024,UILT-UIL,Aereo,PERSONALE PILOTI SOC. EASYJET AIRLINES LIMITED,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,ESCLUSI I VOLI DA E PER GLI AEROPORTI DELLA REGIONE LIGURIA E DI OLBIA,17/09/2024,Italia,Tutte,17/09/2024 17:37,2024-10-27,2024-10-27
"Revocato (include le azioni di revoca, sospensione e differimento)",24/10/2024,24/10/2024,OSR USB LAVORO PRIVATO,Trasporto merci,PERSONALE SOC. SBB CARGO ITALIA REGIONE LOMBARDIA,8 ORE: DALLE 16.00 ALLE 23.59,Regionale,null,03/10/2024,Lombardia,Tutte,03/10/2024 22:09,2024-10-24,2024-10-24
Effettuato,23/10/2024,23/10/2024,OSP USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 08.20 ALLE 12.20,Locale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",22/10/2024,Campania,Napoli,22/10/2024 11:48,2024-10-23,2024-10-23
Effettuato,23/10/2024,23/10/2024,OSR FAISA-CONFAIL,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 08.20 ALLE 12.20,Locale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",22/10/2024,Campania,Napoli,22/10/2024 12:30,2024-10-23,2024-10-23
Effettuato,23/10/2024,23/10/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/ORSA,Ferroviario,PERSONALE VIAGGIANTE DI SCORTA E CONDOTTA DI PRODUZIONE OPERATIVA SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,4 ORE: DALLE 11.00 ALLE 15.00,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",22/10/2024,Emilia-Romagna,Tutte,22/10/2024 13:36,2024-10-23,2024-10-23
Effettuato,23/10/2024,23/10/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL-FNA/FAISA-CISAL,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 08.20 ALLE 12.20,Locale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",22/10/2024,Campania,Napoli,22/10/2024 15:33,2024-10-23,2024-10-23
Effettuato,23/10/2024,23/10/2024,OSR ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 8.20 ALLE 12.20,Locale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",22/10/2024,Campania,Napoli,22/10/2024 08:56,2024-10-23,2024-10-23
Effettuato,23/10/2024,23/10/2024,OSR SLM-FAST-CONFSAL,Ferroviario,PERSONALE VIAGGIANTE DI SCORTA E CONDOTTA DI PRODUZIONE OPERATIVA SOC. TRENITALIA TPER REGIONE EMILIA ROMAGNA,4 ORE: DALLE 11.00 ALLE 15.00,Regionale,"ART. 2, CO. 7, L. 146/90 E S.M.I.",22/10/2024,Emilia-Romagna,Tutte,22/10/2024 17:02,2024-10-23,2024-10-23
Effettuato,22/10/2024,22/10/2024,OSP UGL MARE E PORTI,Marittimo,PERSONALE SOC. RIMORCHIATORI NAPOLETANI PRESSO IL PORTO DI TARANTO,12 ORE: DALLE 07.00 ALLE 19.00,Locale,null,11/10/2024,Puglia,Taranto,11/10/2024 15:13,2024-10-22,2024-10-22
"Revocato (include le azioni di revoca, sospensione e differimento)",21/10/2024,25/10/2024,COMITATO TRASPORTO SICILIANO,Trasporto merci,FERMO SERVIZI AUTOTRASPORTO C/TERZI REGIONE SICILIA,120 ORE: DALLE 00.01 DEL 21/10 ALLE 24.00 DEL 25/10,Regionale,null,01/10/2024,Sicilia,Tutte,01/10/2024 13:16,2024-10-21,2024-10-25
Effettuato,18/10/2024,18/10/2024,AL-COBAS,Trasporto pubblico locale,PERSONALE ADDETTO AL TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,ESCLUSE LA REGIONE EMILIA ROMAGNA E LA SOC. ATM DI TRAPANI,09/09/2024,Italia,Tutte,09/09/2024 12:50,2024-10-18,2024-10-18
Effettuato,18/10/2024,18/10/2024,OSP CUB TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMTS DI CATANIA,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,13/09/2024,Sicilia,Catania,13/09/2024 21:08,2024-10-18,2024-10-18
Effettuato,18/10/2024,18/10/2024,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. MOVIBUS DI S, VITTORE OLONA (MI)",4 ORE: DALLE 16:00 ALLE 20:00,Aziendale,null,07/10/2024,Lombardia,Milano,07/10/2024 15:59,2024-10-18,2024-10-18
Effettuato,18/10/2024,18/10/2024,SI-COBAS,Generale,SCIOPERO GENERALE DEI SETTORI PUBBLICI E PRIVATI,24 ORE,Nazionale,null,21/09/2024,Italia,Tutte,21/09/2024 15:10,2024-10-18,2024-10-18
"Revocato (include le azioni di revoca, sospensione e differimento)",17/10/2024,17/10/2024,OSP FILT-CGIL/FIT-CISL/UILT-UIL/FAISA-CISAL/ORSA TRASPORTI/COBAS TRASPORTI,Trasporto pubblico locale,PERSONALE SOC. AMAT DI PALERMO,4 ORE: DALLE 10.00 ALLE 14.00,Locale,null,04/09/2024,Sicilia,Palermo,05/09/2024 08:49,2024-10-17,2024-10-17
Effettuato,16/10/2024,16/10/2024,USB LAVORO PRIVATO,Marittimo,SCIOPERO NAZIONALE SETTORE PORTUALE,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,05/10/2024,Italia,Tutte,05/10/2024 13:55,2024-10-16,2024-10-16
Effettuato,14/10/2024,14/10/2024,OST FIT-CISL,Marittimo,LAVORATORI SOC. CO.ME.T. DEL TERMINAL/PORTO DI MILAZZO,8 ORE: DALLE 8.30 ALLE 16.30,Territoriale,null,03/10/2024,Sicilia,Messina,03/10/2024 19:41,2024-10-14,2024-10-14
"Revocato (include le azioni di revoca, sospensione e differimento)",14/10/2024,14/10/2024,USB LAVORO PRIVATO,Marittimo,SCIOPERO NAZIONALE SETTORE PORTUALE,24 ORE: DALLE 00.00 ALLE 23.59,Nazionale,null,04/10/2024,Italia,Tutte,04/10/2024 10:33,2024-10-14,2024-10-14
Effettuato,13/10/2024,13/10/2024,OSR ORSA FERROVIE,Ferroviario,PERSONALE MOBILE SOC. TRENITALIA DIREZIONE BUSINESS REGIONALE PIEMONTE E VALLE D'AOSTA,8 ORE: DALLE 09.01 ALLE 16.59,Interregionale,null,27/09/2024,Italia,Tutte,27/09/2024 17:15,2024-10-13,2024-10-13
Effettuato,13/10/2024,13/10/2024,OSR ORSA FERROVIE,Ferroviario,PERSONALE ADDETTO ALLA CIRCOLAZIONE SOC. MERCITALIA SHUNTING & TERMINAL REGIONE PIEMONTE,8 ORE: DALLE 09.01 ALLE 16.59,Regionale,null,30/09/2024,Piemonte,Tutte,30/09/2024 19:02,2024-10-13,2024-10-13
Effettuato,12/10/2024,13/10/2024,CUB TRASPORTI/SGB,Plurisettoriale,PERSONALE IMPRESE CHE SVOLGONO ATTIVITA' FERROVIARIA,24 ORE - SETTORE FERROVIARIO: DALLE 21.00 DEL 12/10 ALLE 20.59 DEL 13/10,Nazionale,ESCLUSE VARIE SOCC. TPL CHE UTILIZZANO SERV. FERROVIARIO E SETTORE MANUTENZIONE INFRASTRUTTURE SOC. RFI - ADESIONE DELL'ASSEMBLEA NAZIONALE PDM/PDB,10/09/2024,Italia,Tutte,10/09/2024 11:04,2024-10-12,2024-10-13
"Revocato (include le azioni di revoca, sospensione e differimento)",11/10/2024,11/10/2024,FILT-CGIL,Aereo,PERSONALE NAVIGANTE DELLA SOC. WIZZ AIR MALTA LIMITED,24 ORE: DALLE 00.00 ALLE 24.00,Nazionale,null,28/09/2024,Italia,Tutte,28/09/2024 10:58,2024-10-11,2024-10-11
Effettuato,11/10/2024,11/10/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. TECHNO SKY,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 06/10 AL 13/10,05/09/2024,Italia,Tutte,05/09/2024 11:53,2024-10-11,2024-10-11
Effettuato,11/10/2024,11/10/2024,FILT-CGIL/UILT-UIL,Aereo,PERSONALE SOC. ENAV AEROPORTO DI PALERMO,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,10/09/2024,Italia,Tutte,10/09/2024 10:27,2024-10-11,2024-10-11
Effettuato,11/10/2024,11/10/2024,FILT-CGIL/UILT-UIL/RSU,Aereo,PERSONALE SOC. TECHNO SKY COMPRENSORIO DI BARI-BRINDISI,4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 06/10 AL 13/10,13/09/2024,Italia,Tutte,13/09/2024 13:55,2024-10-11,2024-10-11
Effettuato,11/10/2024,11/10/2024,RSA FAST-CONFSAL-AV,Aereo,PERSONALE SOC. ENAV PALERMO PUNTA RAISI AIRPORT,4 ORE: DALLE 13.00 ALLE 17.00,Interregionale,null,24/06/2024,Sicilia,Palermo,24/06/2024 10:12,2024-10-11,2024-10-11
"Revocato (include le azioni di revoca, sospensione e differimento)",11/10/2024,11/10/2024,RSU,Aereo,"PERSONALE SOC. ENAV/TECHNO SKY AREA DI MILANO ACC, LINATE C.A. E MONTE SETTEPANI CRT",4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,null,08/07/2024,Italia,Tutte,08/07/2024 16:51,2024-10-11,2024-10-11
Effettuato,11/10/2024,11/10/2024,RSU,Aereo,"PERSONALE SOC. TECHNO SKY AREA DI MILANO ACC, LINATE C.A. E MONTE SETTEPANI CRT",4 ORE: DALLE 13.00 ALLE 17.00,Nazionale,ASTENSIONE LAVORO STRAORDINARIO E REPERIBILITA' DAL 06/10 AL 13/10,05/09/2024,Italia,Tutte,05/09/2024 16:36,2024-10-11,2024-10-11
Effettuato,09/10/2024,09/10/2024,ASSEMBLEA NAZIONALE  LAVORATORI MANUTENZIONE INFRASTRUTTURA RFI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,24 ORE: INTERA PRESTAZIONE LAVORATIVA,Nazionale,null,10/09/2024,Italia,Tutte,10/09/2024 00:18,2024-10-09,2024-10-09
Effettuato,09/10/2024,09/10/2024,COBAS LAVORO PRIVATO/COORDINAMENTO FERROVIERI,Ferroviario,PERSONALE SOC. RFI IMPIANTI MANUTENZIONE INFRASTRUTTURE,24 ORE: INTERA PRESTAZIONE LAVORATIVA,Nazionale,null,10/09/2024,Italia,Tutte,10/09/2024 00:08,2024-10-09,2024-10-09
Effettuato,09/10/2024,09/10/2024,CUB TRASPORTI,Ferroviario,PERSONALE SOC. RFI MANUTENZIONE INFRASTRUTTURA FERROVIARIA,24 ORE,Nazionale,ADESIONE DELLA O.S. USB LAVORO PRIVATO,25/09/2024,Italia,Tutte,25/09/2024 15:55,2024-10-09,2024-10-09
Effettuato,08/10/2024,08/10/2024,OSP CGIL/CISL/UIL,Plurisettoriale,"LAVORATORI SETTORI MANUTENZIONI FERROVIARIE, EDILE E METALMECCANICO PROVINCIA DI BOLOGNA",RFI DOIT BOLOGNA: 2 ORE A FINE TURNO OD ORARIO DI LAVORO,Territoriale,"ART. 2, CO. 7, L. 146/90 E S.M.I. - INCIDENTE MORTALE STAZIONE S. GIORGIO DI PIANO (BO)",05/10/2024,Emilia-Romagna,Bologna,05/10/2024 21:17,2024-10-08,2024-10-08
Effettuato,07/10/2024,07/10/2024,FILT-CGIL,Circolazione e sicurezza stradale,"PERSONALE SOC. GSA  ADDETTO A SERVIZI ANTINCENDIO, SORVEGLIANZA E PRIMO INTERVENTO PRESSO STRADE, AUTOSTRADE, STAZIONI FERROVIARIE",2 ORE: DALLE 19.00 ALLE 21.00,Nazionale,null,20/09/2024,Italia,Tutte,20/09/2024 10:06,2024-10-07,2024-10-07
Effettuato,05/10/2024,05/10/2024,ORSA TPL,Trasporto pubblico locale,PERSONALE DELLE AZIENDE DI TRASPORTO PUBBLICO LOCALE,24 ORE CON MODALITA' TERRITORIALI,Nazionale,null,16/07/2024,Italia,Tutte,16/07/2024 23:16,2024-10-05,2024-10-05
Effettuato,05/10/2024,05/10/2024,OSP ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. ARRIVA UDINE DI UDINE,4 ORE: DALLE 15.00 ALLE 19.00,Locale,null,24/09/2024,Friuli-Venezia Giulia,Udine,24/09/2024 10:07,2024-10-05,2024-10-05
Effettuato,05/10/2024,05/10/2024,OSR ORSA TPL,Trasporto pubblico locale,"PERSONALE SOC. SETA BACINI DI REGGIO EMILIA, MODENA E PIACENZA",24 ORE VARIE MODALITA',Provinciale,null,10/09/2024,Emilia-Romagna,Tutte,10/09/2024 12:05,2024-10-05,2024-10-05
Effettuato,05/10/2024,05/10/2024,OSR ORSA TPL,Trasporto pubblico locale,PERSONALE SOC. EAV DI NAPOLI,4 ORE: DALLE 19.40 ALLE 23.40,Locale,null,24/09/2024,Campania,Napoli,24/09/2024 16:42,2024-10-05,2024-10-05
Effettuato,05/10/2024,05/10/2024,OSR USB LAVORO PRIVATO,Trasporto pubblico locale,"PERSONALE SOC. SETA BACINI DI MODENA, REGGIO EMILIA E PIACENZA",24 ORE: VARIE MODALITA',Locale,null,24/09/2024,Emilia-Romagna,Tutte,24/09/2024 08:31,2024-10-05,2024-10-05
Effettuato,05/10/2024,05/10/2024,OST FILT-CGIL/FIT-CISL/UILT-UIL/UGL AUTOFERRO/FAISA-CISAL/ USB LAVORO PRIVATO,Trasporto pubblico locale,PERSONALE SOC. START  ROMAGNA BACINO DI RIMINI,4 ORE: DALLE 09.00 ALLE 13.00,Locale,null,27/09/2024,Emilia-Romagna,Rimini,27/09/2024 17:43,2024-10-05,2024-10-05
Effettuato,04/10/2024,04/10/2024,OSR FILT-CGIL/FIT-CISL/UILT-UIL/UGL/FAST/SALPAS ORSA,Appalti ferroviari,"PERSONALE SOC. DUSSMANN LOTTI PULITORI VIAGGIANTI AV, GRANDI STAZIONI TERMINI E STAZ. TIBURTINA E IMPIANTI FISSI AV TERMINI S. LORENZO",INTERO TURNO PER OGNI TURNO,Locale,null,23/09/2024,Lazio,Roma,23/09/2024 15:35,2024-10-04,2024-10-04
Effettuato,03/10/2024,03/10/2024,OSP FILT-CGIL,Trasporto pubblico locale,PERSONALE SOC. ARRIVA UDINE DI UDINE,2 ORE: DALLE 17.30 ALLE 19.30,Locale,null,01/10/2024,Friuli-Venezia Giulia,Udine,01/10/2024 21:22,2024-10-03,2024-10-03
